Wall time,Step,Value
1608072876.511935,0,1.2583204507827759
1608072885.191634,500,0.5389144420623779
1608072893.7596145,1000,1.0583555698394775
1608072902.1558464,1500,0.8362504243850708
1608072909.953391,2000,0.8592992424964905
1608072919.225646,2500,1.0296398401260376
1608072928.6750128,3000,0.8228971362113953
1608072938.1366506,3500,1.0576634407043457
1608072946.9787774,4000,1.2081902027130127
1608072955.2867415,4500,0.8464171290397644
1608072964.2824104,5000,0.9958912134170532
1608072972.7173445,5500,0.8295402526855469
1608072981.4502525,6000,0.8180221319198608
1608072989.7829072,6500,0.5240383744239807
1608073002.2794247,7000,0.9354913830757141
1608073015.5239427,7500,0.7720116972923279
1608073028.3772333,8000,0.9440407156944275
1608073037.0046873,8500,1.1256256103515625
1608073045.5346825,9000,1.1041139364242554
1608073058.713415,9500,0.7023941278457642
1608073072.673738,10000,0.9702915549278259
1608073083.3270447,10500,0.702495813369751
1608073091.882952,11000,0.7652336955070496
1608073102.1764355,11500,1.0363341569900513
1608073112.054327,12000,1.1007251739501953
1608073121.3199952,12500,0.732170045375824
1608073130.280693,13000,1.1474425792694092
1608073140.9142318,13500,1.0429401397705078
1608073150.4895604,14000,1.0643064975738525
1608073160.1977549,14500,1.0480519533157349
1608073168.4790304,15000,0.676108717918396
1608073177.1083913,15500,1.4008173942565918
1608073185.552003,16000,0.6991066932678223
1608073193.9623704,16500,1.0395714044570923
1608073202.1213338,17000,0.853195071220398
1608073210.592463,17500,0.8396053314208984
1608073218.7777836,18000,0.34230321645736694
1608073227.1308813,18500,0.7702915668487549
1608073235.429482,19000,0.800000011920929
1608073243.522884,19500,1.0
1608073251.6877904,20000,1.0
1608073260.1001549,20500,1.1223042011260986
1608073268.512729,21000,0.8480691313743591
1608073276.6292956,21500,0.7007251381874084
1608073284.846126,22000,1.1255269050598145
1608073293.0193067,22500,0.800000011920929
1608073301.2564282,23000,1.0
1608073309.7021587,23500,1.0
1608073318.041107,24000,1.0
1608073326.7097602,24500,1.0
1608073334.9227664,25000,1.1142871379852295
1608073343.203958,25500,0.9239075183868408
1608073351.3524232,26000,0.9222716689109802
